SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-10-13 13:41:14.098 +08:00,51.324463
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-10-13 13:41:14.098 +08:00,39.88
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-10-13 13:41:14.098 +08:00,50.23
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-10-13 13:41:14.347 +08:00,-15.902779
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-10-13 13:41:14.347 +08:00,23.191551
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-10-13 13:41:14.347 +08:00,-15.381947
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-10-13 13:41:14.347 +08:00,37.67361
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-10-13 13:41:14.347 +08:00,-13.411461
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-10-13 13:41:14.347 +08:00,-14.134838
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-10-13 13:41:14.347 +08:00,-15
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-10-13 13:41:14.347 +08:00,47.10648
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-10-13 13:41:14.347 +08:00,23.488136
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-10-13 13:41:15.063 +08:00,25.017853
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-10-13 13:41:15.063 +08:00,21.598999
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-10-13 13:41:15.063 +08:00,37.639557
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-10-13 13:41:15.113 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-10-13 13:41:15.113 +08:00,4.1015625
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-10-13 13:41:15.113 +08:00,50.29
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-10-13 13:41:15.113 +08:00,3.517868
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-10-13 13:41:15.113 +08:00,51.26953
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-10-13 13:41:15.113 +08:00,40.5
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-10-13 13:41:15.113 +08:00,39.88
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-10-13 13:41:15.113 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-10-13 13:41:15.113 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-10-13 13:41:15.113 +08:00,50
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-10-13 13:41:15.208 +08:00,-15.381947
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-10-13 13:41:15.208 +08:00,-15.902779
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-10-13 13:41:15.208 +08:00,-13.396992
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-10-13 13:41:15.208 +08:00,37.76765
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-10-13 13:41:15.208 +08:00,23.394098
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-10-13 13:41:15.208 +08:00,-14.134838
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-10-13 13:41:15.208 +08:00,24.016203
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-10-13 13:41:15.408 +08:00,-15
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-10-13 13:41:15.408 +08:00,47.16435
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-10-13 13:41:16.069 +08:00,25.496796
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-10-13 13:41:16.069 +08:00,21.311249
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-10-13 13:41:16.069 +08:00,38.280914
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-10-13 13:41:16.122 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-10-13 13:41:16.122 +08:00,40.5
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-10-13 13:41:16.122 +08:00,3.4586954
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-10-13 13:41:16.122 +08:00,50.29
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-10-13 13:41:16.122 +08:00,4.105957
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-10-13 13:41:16.122 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-10-13 13:41:16.122 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-10-13 13:41:16.122 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-10-13 13:41:16.122 +08:00,39.93
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-10-13 13:41:16.122 +08:00,51.324463
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-10-13 13:41:16.475 +08:00,37.67361
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-10-13 13:41:16.475 +08:00,-15.381947
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-10-13 13:41:16.475 +08:00,-13.396992
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-10-13 13:41:16.475 +08:00,-15.902779
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-10-13 13:41:16.475 +08:00,23.488136
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-10-13 13:41:16.475 +08:00,23.596643
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-10-13 13:41:16.475 +08:00,-14.120369
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-10-13 13:41:16.475 +08:00,-15
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-10-13 13:41:16.475 +08:00,47.175926
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-10-13 13:41:17.064 +08:00,21.311249
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-10-13 13:41:17.064 +08:00,23.804169
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-10-13 13:41:17.064 +08:00,34.89801
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-10-13 13:41:17.099 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-10-13 13:41:17.099 +08:00,4.1030273
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-10-13 13:41:17.099 +08:00,51.28784
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-10-13 13:41:17.099 +08:00,3.5474539
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-10-13 13:41:17.099 +08:00,50.23
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-10-13 13:41:17.099 +08:00,39.93
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-10-13 13:41:17.099 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-10-13 13:41:17.099 +08:00,40.61
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-10-13 13:41:17.099 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-10-13 13:41:17.099 +08:00,51.308002
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-10-13 13:41:17.146 +08:00,-15.381947
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-10-13 13:41:17.146 +08:00,37.67361
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-10-13 13:41:17.146 +08:00,-13.396992
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-10-13 13:41:17.351 +08:00,-15.902779
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-10-13 13:41:17.351 +08:00,23.184317
